Identification,Condition,Healthy,Scab,Anthracnose
Avocado 2182,Anthracnose,0,0,1
Avocado 2183,Scab,0,1,0
Avocado 2184,Healthy,1,0,0
Avocado 2185,Healthy,1,0,0
Avocado 2186,Anthracnose,0,0,1
Avocado 2187,Scab,0,1,0
Avocado 2188,Scab,0,1,0
Avocado 2189,Anthracnose,0,0,1
Avocado 2190,Anthracnose,0,0,1
Avocado 2191,Anthracnose,0,0,1
Avocado 2192,Healthy,1,0,0
Avocado 2193,Healthy,1,0,0
Avocado 2194,Healthy,1,0,0
Avocado 2195,Healthy,1,0,0
Avocado 2196,Healthy,1,0,0
Avocado 2197,Anthracnose,0,0,1
Avocado 2198,Anthracnose,0,0,1
Avocado 2199,Anthracnose,0,0,1
Avocado 2200,Scab,0,1,0
Avocado 2201,Healthy,1,0,0
Avocado 2202,Healthy,1,0,0
Avocado 2203,Anthracnose,0,0,1
Avocado 2204,Healthy,1,0,0
Avocado 2205,Healthy,1,0,0
Avocado 2206,Scab,0,1,0
Avocado 2207,Anthracnose,0,0,1
Avocado 2208,Anthracnose,0,0,1
Avocado 2209,Anthracnose,0,0,1
Avocado 2210,Anthracnose,0,0,1
Avocado 2211,Anthracnose,0,0,1
Avocado 2212,Anthracnose,0,0,1
Avocado 2213,Healthy,1,0,0
Avocado 2214,Healthy,1,0,0
Avocado 2215,Anthracnose,0,0,1
Avocado 2216,Anthracnose,0,0,1
Avocado 2217,Healthy,1,0,0
Avocado 2218,Anthracnose,0,0,1
Avocado 2219,Healthy,1,0,0
Avocado 2220,Healthy,1,0,0
Avocado 2221,Healthy,1,0,0
Avocado 2222,Healthy,1,0,0
Avocado 2223,Anthracnose,0,0,1
Avocado 2224,Anthracnose,0,0,1
Avocado 2225,Healthy,1,0,0
Avocado 2226,Healthy,1,0,0
Avocado 2227,Healthy,1,0,0
Avocado 2228,Healthy,1,0,0
Avocado 2229,Healthy,1,0,0
Avocado 2230,Anthracnose,0,0,1
Avocado 2231,Anthracnose,0,0,1
Avocado 2232,Anthracnose,0,0,1
Avocado 2233,Scab,0,1,0
Avocado 2234,Scab,0,1,0
Avocado 2235,Scab,0,1,0
Avocado 2236,Healthy,1,0,0
Avocado 2237,Healthy,1,0,0
Avocado 2238,Healthy,1,0,0
Avocado 2239,Scab,0,1,0
Avocado 2240,Scab,0,1,0
Avocado 2241,Scab,0,1,0
Avocado 2242,Scab,0,1,0
Avocado 2243,Anthracnose,0,0,1
Avocado 2244,Anthracnose,0,0,1
Avocado 2245,Anthracnose,0,0,1
Avocado 2246,Anthracnose,0,0,1
Avocado 2247,Healthy,1,0,0
Avocado 2248,Healthy,1,0,0
Avocado 2249,Healthy,1,0,0
Avocado 2250,Healthy,1,0,0
Avocado 2251,Scab,0,1,0
Avocado 2252,Anthracnose,0,0,1
Avocado 2253,Anthracnose,0,0,1
Avocado 2254,Anthracnose,0,0,1
Avocado 2255,Healthy,1,0,0
Avocado 2256,Healthy,1,0,0
Avocado 2257,Anthracnose,0,0,1
Avocado 2258,Healthy,1,0,0
Avocado 2259,Anthracnose,0,0,1
Avocado 2260,Anthracnose,0,0,1
Avocado 2261,Healthy,1,0,0
Avocado 2262,Healthy,1,0,0
Avocado 2263,Healthy,1,0,0
Avocado 2264,Anthracnose,0,0,1
Avocado 2265,Anthracnose,0,0,1
Avocado 2266,Anthracnose,0,0,1
Avocado 2267,Healthy,1,0,0
Avocado 2268,Anthracnose,0,0,1
Avocado 2269,Healthy,1,0,0
Avocado 2270,Healthy,1,0,0
Avocado 2271,Healthy,1,0,0
Avocado 2272,Healthy,1,0,0
Avocado 2273,Scab,0,1,0
Avocado 2274,Healthy,1,0,0
Avocado 2275,Scab,0,1,0
Avocado 2276,Anthracnose,0,0,1
Avocado 2277,Scab,0,1,0
Avocado 2278,Scab,0,1,0
Avocado 2279,Healthy,1,0,0
Avocado 2280,Scab,0,1,0
Avocado 2281,Anthracnose,0,0,1
Avocado 2282,Anthracnose,0,0,1
Avocado 2283,Scab,0,1,0
Avocado 2284,Scab,0,1,0
Avocado 2285,Scab,0,1,0
Avocado 2286,Scab,0,1,0
Avocado 2287,Scab,0,1,0
Avocado 2288,Anthracnose,0,0,1
Avocado 2289,Anthracnose,0,0,1
Avocado 2290,Anthracnose,0,0,1
Avocado 2291,Anthracnose,0,0,1
Avocado 2292,Anthracnose,0,0,1
Avocado 2293,Anthracnose,0,0,1
Avocado 2294,Anthracnose,0,0,1
Avocado 2295,Scab,0,1,0
Avocado 2296,Scab,0,1,0
Avocado 2297,Scab,0,1,0
Avocado 2298,Scab,0,1,0
Avocado 2299,Scab,0,1,0
Avocado 2300,Scab,0,1,0
Avocado 2301,Scab,0,1,0
Avocado 2302,Scab,0,1,0
Avocado 2303,Scab,0,1,0
Avocado 2304,Scab,0,1,0
Avocado 2305,Scab,0,1,0
Avocado 2306,Scab,0,1,0
Avocado 2307,Scab,0,1,0
Avocado 2308,Scab,0,1,0
Avocado 2309,Scab,0,1,0
Avocado 2310,Scab,0,1,0
Avocado 2311,Scab,0,1,0
Avocado 2312,Anthracnose,0,0,1
Avocado 2313,Scab,0,1,0
Avocado 2314,Healthy,1,0,0
Avocado 2315,Scab,0,1,0
Avocado 2316,Scab,0,1,0
Avocado 2317,Scab,0,1,0
Avocado 2318,Anthracnose,0,0,1
Avocado 2319,Anthracnose,0,0,1
Avocado 2320,Anthracnose,0,0,1
Avocado 2321,Anthracnose,0,0,1
Avocado 2322,Anthracnose,0,0,1
Avocado 2323,Anthracnose,0,0,1
Avocado 2324,Anthracnose,0,0,1
Avocado 2325,Scab,0,1,0
Avocado 2326,Scab,0,1,0
Avocado 2327,Scab,0,1,0
Avocado 2328,Scab,0,1,0
Avocado 2329,Scab,0,1,0
Avocado 2330,Scab,0,1,0
Avocado 2331,Scab,0,1,0
Avocado 2332,Scab,0,1,0
Avocado 2333,Scab,0,1,0
Avocado 2334,Scab,0,1,0
Avocado 2335,Scab,0,1,0
Avocado 2336,Anthracnose,0,0,1
Avocado 2337,Anthracnose,0,0,1
Avocado 2338,Scab,0,1,0
Avocado 2339,Scab,0,1,0
Avocado 2340,Scab,0,1,0
Avocado 2341,Scab,0,1,0
Avocado 2342,Anthracnose,0,0,1
Avocado 2343,Scab,0,1,0
Avocado 2344,Healthy,1,0,0
Avocado 2345,Scab,0,1,0
Avocado 2346,Healthy,1,0,0
Avocado 2347,Scab,0,1,0
Avocado 2348,Anthracnose,0,0,1
Avocado 2349,Anthracnose,0,0,1
Avocado 2350,Scab,0,1,0
Avocado 2351,Scab,0,1,0
Avocado 2352,Healthy,1,0,0
Avocado 2353,Healthy,1,0,0
Avocado 2354,Anthracnose,0,0,1
Avocado 2355,Anthracnose,0,0,1
Avocado 2356,Scab,0,1,0
Avocado 2357,Healthy,1,0,0
Avocado 2358,Scab,0,1,0
Avocado 2359,Scab,0,1,0
Avocado 2360,Scab,0,1,0
Avocado 2361,Scab,0,1,0
Avocado 2362,Scab,0,1,0
Avocado 2363,Scab,0,1,0
Avocado 2364,Anthracnose,0,0,1
Avocado 2365,Scab,0,1,0
Avocado 2366,Anthracnose,0,0,1
Avocado 2367,Anthracnose,0,0,1
Avocado 2368,Anthracnose,0,0,1
Avocado 2369,Anthracnose,0,0,1
Avocado 2370,Scab,0,1,0
Avocado 2371,Scab,0,1,0
Avocado 2372,Scab,0,1,0
Avocado 2373,Scab,0,1,0
Avocado 2374,Scab,0,1,0
Avocado 2375,Scab,0,1,0
Avocado 2376,Scab,0,1,0
Avocado 2377,Scab,0,1,0
Avocado 2378,Scab,0,1,0
Avocado 2379,Scab,0,1,0
Avocado 2380,Anthracnose,0,0,1
Avocado 2381,Anthracnose,0,0,1
Avocado 2382,Scab,0,1,0
Avocado 2383,Anthracnose,0,0,1
Avocado 2384,Scab,0,1,0
Avocado 2385,Anthracnose,0,0,1
Avocado 2386,Anthracnose,0,0,1
Avocado 2387,Anthracnose,0,0,1
Avocado 2388,Anthracnose,0,0,1
Avocado 2389,Anthracnose,0,0,1
Avocado 2390,Scab,0,1,0
Avocado 2391,Anthracnose,0,0,1
Avocado 2392,Scab,0,1,0
Avocado 2393,Scab,0,1,0
Avocado 2394,Scab,0,1,0
Avocado 2395,Scab,0,1,0
Avocado 2396,Scab,0,1,0
Avocado 2397,Scab,0,1,0
Avocado 2398,Scab,0,1,0
Avocado 2399,Scab,0,1,0
Avocado 2400,Scab,0,1,0
Avocado 2401,Scab,0,1,0
Avocado 2402,Scab,0,1,0
Avocado 2403,Healthy,1,0,0
Avocado 2404,Scab,0,1,0
Avocado 2405,Scab,0,1,0
Avocado 2406,Healthy,1,0,0
Avocado 2407,Healthy,1,0,0
Avocado 2408,Healthy,1,0,0
Avocado 2409,Healthy,1,0,0
Avocado 2410,Healthy,1,0,0
Avocado 2411,Scab,0,1,0
Avocado 2412,Scab,0,1,0
Avocado 2413,Healthy,1,0,0
Avocado 2414,Healthy,1,0,0
Avocado 2415,Scab,0,1,0
Avocado 2416,Scab,0,1,0
Avocado 2417,Healthy,1,0,0
Avocado 2418,Healthy,1,0,0
Avocado 2419,Healthy,1,0,0
Avocado 2420,Scab,0,1,0
Avocado 2421,Healthy,1,0,0
Avocado 2422,Healthy,1,0,0
Avocado 2423,Scab,0,1,0
Avocado 2424,Scab,0,1,0
Avocado 2425,Scab,0,1,0
Avocado 2426,Scab,0,1,0
Avocado 2427,Scab,0,1,0
Avocado 2428,Scab,0,1,0
Avocado 2429,Healthy,1,0,0
Avocado 2430,Scab,0,1,0
Avocado 2431,Healthy,1,0,0
Avocado 2432,Healthy,1,0,0
Avocado 2433,Healthy,1,0,0
Avocado 2434,Healthy,1,0,0
Avocado 2435,Healthy,1,0,0
Avocado 2436,Healthy,1,0,0
Avocado 2437,Healthy,1,0,0
Avocado 2438,Healthy,1,0,0
Avocado 2439,Scab,0,1,0
Avocado 2440,Healthy,1,0,0
Avocado 2441,Healthy,1,0,0
Avocado 2442,Healthy,1,0,0
Avocado 2443,Healthy,1,0,0
Avocado 2444,Healthy,1,0,0
Avocado 2445,Healthy,1,0,0
Avocado 2446,Scab,0,1,0
Avocado 2447,Healthy,1,0,0
Avocado 2448,Healthy,1,0,0
Avocado 2449,Healthy,1,0,0
Avocado 2450,Healthy,1,0,0
Avocado 2451,Scab,0,1,0
Avocado 2452,Scab,0,1,0
Avocado 2453,Scab,0,1,0
Avocado 2454,Scab,0,1,0
Avocado 2455,Anthracnose,0,0,1
Avocado 2456,Scab,0,1,0
Avocado 2457,Healthy,1,0,0
Avocado 2458,Healthy,1,0,0
Avocado 2459,Healthy,1,0,0
Avocado 2460,Healthy,1,0,0
Avocado 2461,Healthy,1,0,0
Avocado 2462,Healthy,1,0,0
Avocado 2463,Healthy,1,0,0
Avocado 2464,Healthy,1,0,0
Avocado 2465,Healthy,1,0,0
Avocado 2466,Healthy,1,0,0
Avocado 2467,Healthy,1,0,0
Avocado 2468,Healthy,1,0,0
Avocado 2469,Scab,0,1,0
Avocado 2470,Healthy,1,0,0
Avocado 2471,Healthy,1,0,0
Avocado 2472,Scab,0,1,0
Avocado 2473,Healthy,1,0,0
Avocado 2474,Scab,0,1,0
Avocado 2475,Healthy,1,0,0
Avocado 2476,Healthy,1,0,0
Avocado 2477,Healthy,1,0,0
Avocado 2478,Healthy,1,0,0
Avocado 2479,Healthy,1,0,0
Avocado 2480,Healthy,1,0,0
Avocado 2481,Healthy,1,0,0
Avocado 2482,Healthy,1,0,0
Avocado 2483,Scab,0,1,0
Avocado 2484,Healthy,1,0,0
Avocado 2485,Scab,0,1,0
Avocado 2486,Healthy,1,0,0
Avocado 2487,Scab,0,1,0
Avocado 2488,Healthy,1,0,0
Avocado 2489,Scab,0,1,0
Avocado 2490,Healthy,1,0,0
Avocado 2491,Scab,0,1,0
Avocado 2492,Anthracnose,0,0,1
Avocado 2493,Healthy,1,0,0
Avocado 2494,Healthy,1,0,0
Avocado 2495,Scab,0,1,0
Avocado 2496,Scab,0,1,0
Avocado 2497,Scab,0,1,0
Avocado 2498,Scab,0,1,0
Avocado 2499,Healthy,1,0,0
Avocado 2500,Scab,0,1,0
Avocado 2501,Anthracnose,0,0,1
Avocado 2502,Anthracnose,0,0,1
Avocado 2503,Scab,0,1,0
Avocado 2504,Healthy,1,0,0
Avocado 2505,Healthy,1,0,0
Avocado 2506,Healthy,1,0,0
Avocado 2507,Healthy,1,0,0
Avocado 2508,Healthy,1,0,0
Avocado 2509,Healthy,1,0,0
Avocado 2510,Healthy,1,0,0
Avocado 2511,Healthy,1,0,0
Avocado 2512,Anthracnose,0,0,1
Avocado 2513,Scab,0,1,0
Avocado 2514,Scab,0,1,0
Avocado 2515,Scab,0,1,0
Avocado 2516,Healthy,1,0,0
Avocado 2517,Healthy,1,0,0
Avocado 2518,Healthy,1,0,0
Avocado 2519,Healthy,1,0,0
Avocado 2520,Healthy,1,0,0
Avocado 2521,Healthy,1,0,0
Avocado 2522,Anthracnose,0,0,1
Avocado 2523,Anthracnose,0,0,1
Avocado 2524,Anthracnose,0,0,1
Avocado 2525,Scab,0,1,0
Avocado 2526,Anthracnose,0,0,1
Avocado 2527,Anthracnose,0,0,1
Avocado 2528,Healthy,1,0,0
Avocado 2529,Scab,0,1,0
Avocado 2530,Healthy,1,0,0
Avocado 2531,Scab,0,1,0
Avocado 2532,Anthracnose,0,0,1
Avocado 2533,Anthracnose,0,0,1
Avocado 2534,Anthracnose,0,0,1
Avocado 2535,Anthracnose,0,0,1
Avocado 2536,Anthracnose,0,0,1
Avocado 2537,Healthy,1,0,0
Avocado 2538,Healthy,1,0,0
Avocado 2539,Scab,0,1,0
Avocado 2540,Anthracnose,0,0,1
Avocado 2541,Healthy,1,0,0
Avocado 2542,Healthy,1,0,0
Avocado 2543,Healthy,1,0,0
Avocado 2544,Healthy,1,0,0
Avocado 2545,Anthracnose,0,0,1
Avocado 2546,Scab,0,1,0
Avocado 2547,Healthy,1,0,0
Avocado 2548,Healthy,1,0,0
Avocado 2549,Healthy,1,0,0
Avocado 2550,Anthracnose,0,0,1
Avocado 2551,Healthy,1,0,0
Avocado 2552,Healthy,1,0,0
Avocado 2553,Healthy,1,0,0
Avocado 2554,Healthy,1,0,0
Avocado 2555,Healthy,1,0,0
Avocado 2556,Healthy,1,0,0
Avocado 2557,Healthy,1,0,0
Avocado 2558,Healthy,1,0,0
Avocado 2559,Scab,0,1,0
Avocado 2560,Healthy,1,0,0
Avocado 2561,Anthracnose,0,0,1
Avocado 2562,Healthy,1,0,0
Avocado 2563,Healthy,1,0,0
Avocado 2564,Healthy,1,0,0
Avocado 2565,Healthy,1,0,0
Avocado 2566,Healthy,1,0,0
Avocado 2567,Healthy,1,0,0
Avocado 2568,Healthy,1,0,0
Avocado 2569,Anthracnose,0,0,1
Avocado 2570,Healthy,1,0,0
Avocado 2571,Healthy,1,0,0
Avocado 2572,Healthy,1,0,0
Avocado 2573,Healthy,1,0,0
Avocado 2574,Healthy,1,0,0
Avocado 2575,Healthy,1,0,0
Avocado 2576,Healthy,1,0,0
Avocado 2577,Healthy,1,0,0
Avocado 2578,Healthy,1,0,0
Avocado 2579,Scab,0,1,0
Avocado 2580,Anthracnose,0,0,1
Avocado 2581,Healthy,1,0,0
Avocado 2582,Healthy,1,0,0
Avocado 2583,Healthy,1,0,0
Avocado 2584,Healthy,1,0,0
Avocado 2585,Healthy,1,0,0
Avocado 2586,Scab,0,1,0
Avocado 2587,Healthy,1,0,0
Avocado 2588,Healthy,1,0,0
Avocado 2589,Scab,0,1,0
Avocado 2590,Scab,0,1,0
Avocado 2591,Anthracnose,0,0,1
Avocado 2592,Healthy,1,0,0
Avocado 2593,Healthy,1,0,0
Avocado 2594,Healthy,1,0,0
Avocado 2595,Healthy,1,0,0
Avocado 2596,Scab,0,1,0
Avocado 2597,Healthy,1,0,0
Avocado 2598,Anthracnose,0,0,1
Avocado 2599,Scab,0,1,0
Avocado 2600,Healthy,1,0,0
Avocado 2601,Healthy,1,0,0
Avocado 2602,Healthy,1,0,0
Avocado 2603,Healthy,1,0,0
Avocado 2604,Healthy,1,0,0
Avocado 2605,Healthy,1,0,0
Avocado 2606,Healthy,1,0,0
Avocado 2607,Scab,0,1,0
Avocado 2608,Anthracnose,0,0,1
Avocado 2609,Healthy,1,0,0
Avocado 2610,Healthy,1,0,0
Avocado 2611,Anthracnose,0,0,1
Avocado 2612,Scab,0,1,0
Avocado 2613,Healthy,1,0,0
Avocado 2614,Anthracnose,0,0,1
Avocado 2615,Healthy,1,0,0
Avocado 2616,Healthy,1,0,0
Avocado 2617,Anthracnose,0,0,1
Avocado 2618,Anthracnose,0,0,1
Avocado 2619,Healthy,1,0,0
Avocado 2620,Healthy,1,0,0
Avocado 2621,Healthy,1,0,0
Avocado 2622,Healthy,1,0,0
Avocado 2623,Scab,0,1,0
Avocado 2624,Scab,0,1,0
Avocado 2625,Scab,0,1,0
Avocado 2626,Scab,0,1,0
Avocado 2627,Scab,0,1,0
Avocado 2628,Scab,0,1,0
Avocado 2629,Healthy,1,0,0
Avocado 2630,Healthy,1,0,0
Avocado 2631,Anthracnose,0,0,1
Avocado 2632,Anthracnose,0,0,1
Avocado 2633,Anthracnose,0,0,1
Avocado 2634,Anthracnose,0,0,1
Avocado 2635,Healthy,1,0,0
Avocado 2636,Healthy,1,0,0
Avocado 2637,Anthracnose,0,0,1
Avocado 2638,Anthracnose,0,0,1
Avocado 2639,Healthy,1,0,0
Avocado 2640,Healthy,1,0,0
Avocado 2641,Healthy,1,0,0
Avocado 2642,Healthy,1,0,0
Avocado 2643,Healthy,1,0,0
Avocado 2644,Healthy,1,0,0
Avocado 2645,Healthy,1,0,0
Avocado 2646,Healthy,1,0,0
Avocado 2647,Healthy,1,0,0
Avocado 2648,Anthracnose,0,0,1
Avocado 2649,Healthy,1,0,0
Avocado 2650,Healthy,1,0,0
Avocado 2651,Anthracnose,0,0,1
Avocado 2652,Healthy,1,0,0
Avocado 2653,Healthy,1,0,0
Avocado 2654,Scab,0,1,0
Avocado 2655,Healthy,1,0,0
Avocado 2656,Healthy,1,0,0
Avocado 2657,Anthracnose,0,0,1
Avocado 2658,Anthracnose,0,0,1
Avocado 2659,Anthracnose,0,0,1
Avocado 2660,Anthracnose,0,0,1
Avocado 2661,Anthracnose,0,0,1
Avocado 2662,Scab,0,1,0
Avocado 2663,Scab,0,1,0
Avocado 2664,Scab,0,1,0
Avocado 2665,Healthy,1,0,0
Avocado 2666,Healthy,1,0,0
Avocado 2667,Anthracnose,0,0,1
Avocado 2668,Scab,0,1,0
Avocado 2669,Healthy,1,0,0
Avocado 2670,Anthracnose,0,0,1
Avocado 2671,Healthy,1,0,0
Avocado 2672,Anthracnose,0,0,1
Avocado 2673,Anthracnose,0,0,1
Avocado 2674,Scab,0,1,0
Avocado 2675,Scab,0,1,0
Avocado 2676,Healthy,1,0,0
Avocado 2677,Anthracnose,0,0,1
Avocado 2678,Anthracnose,0,0,1
Avocado 2679,Healthy,1,0,0
Avocado 2680,Healthy,1,0,0
Avocado 2681,Scab,0,1,0
Avocado 2682,Scab,0,1,0
Avocado 2683,Healthy,1,0,0
Avocado 2684,Anthracnose,0,0,1
Avocado 2685,Healthy,1,0,0
Avocado 2686,Healthy,1,0,0
Avocado 2687,Anthracnose,0,0,1
Avocado 2688,Healthy,1,0,0
Avocado 2689,Healthy,1,0,0
Avocado 2690,Scab,0,1,0
Avocado 2691,Anthracnose,0,0,1
Avocado 2692,Healthy,1,0,0
Avocado 2693,Healthy,1,0,0
Avocado 2694,Anthracnose,0,0,1
Avocado 2695,Anthracnose,0,0,1
Avocado 2696,Anthracnose,0,0,1
Avocado 2697,Scab,0,1,0
Avocado 2698,Anthracnose,0,0,1
Avocado 2699,Healthy,1,0,0
Avocado 2700,Healthy,1,0,0
Avocado 2701,Healthy,1,0,0
Avocado 2702,Healthy,1,0,0
Avocado 2703,Healthy,1,0,0
Avocado 2704,Healthy,1,0,0
Avocado 2705,Healthy,1,0,0
Avocado 2706,Healthy,1,0,0
Avocado 2707,Healthy,1,0,0
Avocado 2708,Scab,0,1,0
Avocado 2709,Scab,0,1,0
Avocado 2710,Anthracnose,0,0,1
Avocado 2711,Anthracnose,0,0,1
Avocado 2712,Healthy,1,0,0
Avocado 2713,Healthy,1,0,0
Avocado 2714,Healthy,1,0,0
Avocado 2715,Healthy,1,0,0
Avocado 2716,Healthy,1,0,0
Avocado 2717,Healthy,1,0,0
Avocado 2718,Healthy,1,0,0
Avocado 2719,Healthy,1,0,0
Avocado 2720,Scab,0,1,0
Avocado 2721,Scab,0,1,0
Avocado 2722,Anthracnose,0,0,1
Avocado 2723,Healthy,1,0,0
Avocado 2724,Healthy,1,0,0
Avocado 2725,Anthracnose,0,0,1
Avocado 2726,Anthracnose,0,0,1
Avocado 2727,Anthracnose,0,0,1
Avocado 2728,Healthy,1,0,0
Avocado 2729,Healthy,1,0,0
Avocado 2730,Anthracnose,0,0,1
Avocado 2731,Anthracnose,0,0,1
Avocado 2732,Healthy,1,0,0
Avocado 2733,Scab,0,1,0
Avocado 2734,Scab,0,1,0
Avocado 2735,Healthy,1,0,0
Avocado 2736,Healthy,1,0,0
Avocado 2737,Healthy,1,0,0
Avocado 2738,Healthy,1,0,0
Avocado 2739,Healthy,1,0,0
Avocado 2740,Healthy,1,0,0
Avocado 2741,Anthracnose,0,0,1
Avocado 2742,Anthracnose,0,0,1
Avocado 2743,Healthy,1,0,0
Avocado 2744,Healthy,1,0,0
Avocado 2745,Anthracnose,0,0,1
Avocado 2746,Anthracnose,0,0,1
Avocado 2747,Anthracnose,0,0,1
Avocado 2748,Anthracnose,0,0,1
Avocado 2749,Anthracnose,0,0,1
Avocado 2750,Anthracnose,0,0,1
Avocado 2751,Anthracnose,0,0,1
Avocado 2752,Scab,0,1,0
Avocado 2753,Healthy,1,0,0
Avocado 2754,Healthy,1,0,0
Avocado 2755,Anthracnose,0,0,1
Avocado 2756,Scab,0,1,0
Avocado 2757,Scab,0,1,0
Avocado 2758,Anthracnose,0,0,1
Avocado 2759,Anthracnose,0,0,1
Avocado 2760,Anthracnose,0,0,1
Avocado 2761,Healthy,1,0,0
Avocado 2762,Healthy,1,0,0
Avocado 2763,Healthy,1,0,0
Avocado 2764,Healthy,1,0,0
Avocado 2765,Healthy,1,0,0
Avocado 2766,Anthracnose,0,0,1
Avocado 2767,Anthracnose,0,0,1
Avocado 2768,Anthracnose,0,0,1
Avocado 2769,Scab,0,1,0
Avocado 2770,Healthy,1,0,0
Avocado 2771,Healthy,1,0,0
Avocado 2772,Anthracnose,0,0,1
Avocado 2773,Healthy,1,0,0
Avocado 2774,Healthy,1,0,0
Avocado 2775,Scab,0,1,0
Avocado 2776,Anthracnose,0,0,1
Avocado 2777,Anthracnose,0,0,1
Avocado 2778,Anthracnose,0,0,1
Avocado 2779,Anthracnose,0,0,1
Avocado 2780,Anthracnose,0,0,1
Avocado 2781,Anthracnose,0,0,1
Avocado 2782,Healthy,1,0,0
Avocado 2783,Healthy,1,0,0
Avocado 2784,Anthracnose,0,0,1
Avocado 2785,Anthracnose,0,0,1
Avocado 2786,Healthy,1,0,0
Avocado 2787,Anthracnose,0,0,1
Avocado 2788,Healthy,1,0,0
Avocado 2789,Healthy,1,0,0
Avocado 2790,Healthy,1,0,0
Avocado 2791,Healthy,1,0,0
Avocado 2792,Anthracnose,0,0,1
Avocado 2793,Anthracnose,0,0,1
Avocado 2794,Healthy,1,0,0
Avocado 2795,Healthy,1,0,0
Avocado 2796,Healthy,1,0,0
Avocado 2797,Healthy,1,0,0
Avocado 2798,Healthy,1,0,0
Avocado 2799,Anthracnose,0,0,1
Avocado 2800,Anthracnose,0,0,1
Avocado 2801,Anthracnose,0,0,1
Avocado 2802,Scab,0,1,0
Avocado 2803,Scab,0,1,0
Avocado 2804,Scab,0,1,0
Avocado 2805,Healthy,1,0,0
Avocado 2806,Healthy,1,0,0
Avocado 2807,Healthy,1,0,0
Avocado 2808,Scab,0,1,0
Avocado 2809,Scab,0,1,0
Avocado 2810,Scab,0,1,0
Avocado 2811,Scab,0,1,0
Avocado 2812,Anthracnose,0,0,1
Avocado 2813,Anthracnose,0,0,1
Avocado 2814,Anthracnose,0,0,1
Avocado 2815,Anthracnose,0,0,1
Avocado 2816,Healthy,1,0,0
Avocado 2817,Healthy,1,0,0
Avocado 2818,Healthy,1,0,0
Avocado 2819,Healthy,1,0,0
Avocado 2820,Scab,0,1,0
Avocado 2821,Anthracnose,0,0,1
Avocado 2822,Anthracnose,0,0,1
Avocado 2823,Anthracnose,0,0,1
Avocado 2824,Healthy,1,0,0
Avocado 2825,Healthy,1,0,0
Avocado 2826,Anthracnose,0,0,1
Avocado 2827,Healthy,1,0,0
Avocado 2828,Anthracnose,0,0,1
Avocado 2829,Anthracnose,0,0,1
Avocado 2830,Healthy,1,0,0
Avocado 2831,Healthy,1,0,0
Avocado 2832,Healthy,1,0,0
Avocado 2833,Anthracnose,0,0,1
Avocado 2834,Anthracnose,0,0,1
Avocado 2835,Anthracnose,0,0,1
Avocado 2836,Healthy,1,0,0
Avocado 2837,Anthracnose,0,0,1
Avocado 2838,Healthy,1,0,0
Avocado 2839,Healthy,1,0,0
Avocado 2840,Healthy,1,0,0
Avocado 2841,Healthy,1,0,0
Avocado 2842,Scab,0,1,0
Avocado 2843,Healthy,1,0,0
Avocado 2844,Scab,0,1,0
Avocado 2845,Anthracnose,0,0,1
Avocado 2846,Scab,0,1,0
Avocado 2847,Scab,0,1,0
Avocado 2848,Healthy,1,0,0
Avocado 2849,Scab,0,1,0
Avocado 2850,Anthracnose,0,0,1
Avocado 2851,Anthracnose,0,0,1
Avocado 2852,Scab,0,1,0
Avocado 2853,Scab,0,1,0
Avocado 2854,Scab,0,1,0
Avocado 2855,Scab,0,1,0
Avocado 2856,Scab,0,1,0
Avocado 2857,Anthracnose,0,0,1
Avocado 2858,Anthracnose,0,0,1
Avocado 2859,Anthracnose,0,0,1
Avocado 2860,Anthracnose,0,0,1
Avocado 2861,Anthracnose,0,0,1
Avocado 2862,Anthracnose,0,0,1
Avocado 2863,Anthracnose,0,0,1
Avocado 2864,Scab,0,1,0
Avocado 2865,Scab,0,1,0
Avocado 2866,Scab,0,1,0
Avocado 2867,Scab,0,1,0
Avocado 2868,Scab,0,1,0
Avocado 2869,Scab,0,1,0
Avocado 2870,Scab,0,1,0
Avocado 2871,Scab,0,1,0
Avocado 2872,Scab,0,1,0
Avocado 2873,Scab,0,1,0
Avocado 2874,Scab,0,1,0
Avocado 2875,Scab,0,1,0
Avocado 2876,Scab,0,1,0
Avocado 2877,Scab,0,1,0
Avocado 2878,Scab,0,1,0
Avocado 2879,Scab,0,1,0
Avocado 2880,Scab,0,1,0
Avocado 2881,Anthracnose,0,0,1
Avocado 2882,Scab,0,1,0
Avocado 2883,Healthy,1,0,0
Avocado 2884,Scab,0,1,0
Avocado 2885,Scab,0,1,0
Avocado 2886,Scab,0,1,0
Avocado 2887,Anthracnose,0,0,1
Avocado 2888,Anthracnose,0,0,1
Avocado 2889,Anthracnose,0,0,1
Avocado 2890,Anthracnose,0,0,1
Avocado 2891,Anthracnose,0,0,1
Avocado 2892,Anthracnose,0,0,1
Avocado 2893,Anthracnose,0,0,1
Avocado 2894,Scab,0,1,0
Avocado 2895,Scab,0,1,0
Avocado 2896,Scab,0,1,0
Avocado 2897,Scab,0,1,0
Avocado 2898,Scab,0,1,0
Avocado 2899,Scab,0,1,0
Avocado 2900,Scab,0,1,0
Avocado 2901,Scab,0,1,0
Avocado 2902,Scab,0,1,0
Avocado 2903,Scab,0,1,0
Avocado 2904,Scab,0,1,0
Avocado 2905,Anthracnose,0,0,1
Avocado 2906,Anthracnose,0,0,1
Avocado 2907,Scab,0,1,0
